taxon	sequenceID	name	full_name	subfamily	genus	clade_ns	subclade_ns	clade_vp	subclade_vp	isolate	host_sci_name	sample_date	country
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.153-Macropus	proto.153-Macropus	proto.153-Macropus	proto.153-Macropus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.154-Phascolarctos	proto.154-Phascolarctos	proto.154-Phascolarctos	proto.154-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.155-Gymnobelideus	proto.155-Gymnobelideus	proto.155-Gymnobelideus	proto.155-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.156-Phascolarctos	proto.156-Phascolarctos	proto.156-Phascolarctos	proto.156-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.157-Gymnobelideus	proto.157-Gymnobelideus	proto.157-Gymnobelideus	proto.157-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.158-Macropus	proto.158-Macropus	proto.158-Macropus	proto.158-Macropus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.160-MacEug	proto.160-MacEug	proto.160-MacEug	proto.160-MacEug	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.161-MacEug	proto.161-MacEug	proto.161-MacEug	proto.161-MacEug	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.162-Gymnobelideus	proto.162-Gymnobelideus	proto.162-Gymnobelideus	proto.162-Gymnobelideus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.163-Phascolarctos	proto.163-Phascolarctos	proto.163-Phascolarctos	proto.163-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.164-Macropus	proto.164-Macropus	proto.164-Macropus	proto.164-Macropus	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.165-Phascolarctos	proto.165-Phascolarctos	proto.165-Phascolarctos	proto.165-Phascolarctos	Parvovirinae	Protoparvovirus	Proto2	Proto2	Proto2	Proto2	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.2-MusSpr	proto.2-MusSpr	proto.2-MusSpr	proto.2-MusSpr	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.3-Apodemus	proto.3-Apodemus	proto.3-apodemus	proto.3-apodemus	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/fasta-refseqs-proto-epv/proto.4-MusSpi	proto.4-MusSpi	proto.4-MusSpi	proto.4-MusSpi	Parvovirinae	Protoparvovirus	Proto1	Proto1	Proto1	Proto1	-	-	-	-
alignment/AL_TREE_Parvovirinae_EPV/member/ncbi-refseqs-proto/U34255	U34255	HV	Hamster parvovirus	-	Protoparvovirus	NK	NK	NK	NK	-	-	-	-
